x,y,label,Z,emiRho (mS/m)
478692.5564862387,3617302.2806152026,63 9,-1.25,0.7750596294315931
478692.61696690717,3617303.779395403,63 10,-1.25,2.1291005714818274
478692.6774475756,3617305.278175603,63 11,-1.25,2.1291005714818274
478692.73792824405,3617306.7769558034,63 12,-0.625,0.529702180740562
478692.7984089125,3617308.2757360036,63 13,-0.625,0.529702180740562
478692.26069122186,3617285.578384598,64 1,-0.5,0.5590610734503998
478692.48448463826,3617284.095173046,64 2,-1.375,2.966501835468873
478692.7082780547,3617282.6119614947,64 3,-0.5,0.5820412541655674
478692.9320714711,3617281.128749943,64 4,-1.625,2.8126449613560847
478693.1558648875,3617279.6455383915,64 5,-1.625,2.8126449613560847
478693.3796583039,3617278.1623268398,64 6,-1.125,1.1674085277937376
478693.6034517203,3617276.6791152884,64 7,-1.375,0.810162730447168
478693.8272451367,3617275.1959037366,64 8,-0.875,0.655859995453236
478694.0510385531,3617273.712692185,64 9,-0.875,0.655859995453236
478694.2748319695,3617272.2294806335,64 10,-1.0,0.9637908829757145
478694.4986253859,3617270.7462690817,64 11,-1.375,1.9709078073956672
478694.7224188023,3617269.2630575304,64 12,-1.375,1.9709078073956672
478694.9462122187,3617267.7798459786,64 13,-2.125,3.312660999445928
