Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Rs-Check,Vab (V),Channel,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Y Average tab raw 0,Y Average tab raw 10,Y Average tab raw 20,Y Average tab raw 30,Y Average tab raw 40,Y Average tab raw 50,Y Average tab raw 60,Y Average tab raw 70,Y Average tab raw 80,Y Average tab raw 90,Y Average tab raw 100,Y Average tab raw 110,Y Average tab raw 120,Y Average tab raw 130,Y Average tab raw 140,Y Average tab raw 150,Y Average tab raw 160,Y Average tab raw 170,Y Average tab raw 180,Y Average tab raw 190,Y Average tab raw 200,Y Average tab raw 210,Y Average tab raw 220,Y Average tab raw 230,Y Average tab raw 240,recip error (%)
,Mixed / non conventional,5.0,9.0,10.0,4.0,3.62,0.02,277.52,-1185.316,1284.402,250,-3.93,0.0,50,1,11.9,30.0,16.3,39.3,-1146.878,-968.328,-536.559,75.948,652.966,1035.285,1209.08,1249.942,1238.47,1220.205,1208.535,1202.073,1197.299,1192.807,1188.798,1185.794,1183.983,1183.139,1182.86,1182.806,1182.787,1182.751,1182.704,1182.648,1181.149,0.0
,Mixed / non conventional,5.0,9.0,4.0,11.0,3.79,0.02,-279.37,877.173,1284.402,250,5.54,0.0,50,2,11.9,30.0,16.3,39.3,-848.774,-716.536,-396.889,56.411,483.335,766.143,894.667,924.868,916.382,902.885,894.268,889.497,885.973,882.658,879.703,877.493,876.163,875.545,875.346,875.314,875.31,875.287,875.253,875.217,874.118,0.0
,Mixed / non conventional,5.0,9.0,11.0,3.0,4.67,0.01,279.26,-636.239,1284.402,250,-9.42,0.0,50,3,11.9,30.0,16.3,39.3,-615.596,-519.646,-287.763,41.027,350.65,555.739,648.951,670.871,664.735,654.956,648.704,645.234,642.666,640.254,638.116,636.526,635.573,635.127,634.976,634.944,634.938,634.927,634.912,634.897,634.105,0.0
,Mixed / non conventional,5.0,9.0,3.0,12.0,4.84,0.01,18.01,518.0,1284.402,250,12.0,0.0,50,4,11.9,30.0,16.3,39.3,-501.176,-423.053,-234.247,33.463,285.564,452.543,528.419,546.24,541.22,533.245,528.152,525.328,523.24,521.277,519.533,518.233,517.45,517.086,516.968,516.947,516.943,516.933,516.914,516.891,516.241,0.0
,Mixed / non conventional,5.0,9.0,12.0,2.0,5.48,0.01,23.65,-426.718,1284.402,250,-16.49,0.0,50,5,11.9,30.0,16.3,39.3,-412.832,-348.462,-192.912,27.627,235.294,372.833,435.325,449.998,445.861,439.291,435.093,432.764,431.039,429.423,427.99,426.919,426.272,425.968,425.867,425.849,425.847,425.839,425.821,425.797,425.251,0.0
,Mixed / non conventional,5.0,9.0,2.0,13.0,5.61,0.01,-264.07,361.528,1284.402,250,19.92,0.0,50,6,11.9,30.0,16.3,39.3,-349.79,-295.253,-163.476,23.343,199.248,315.753,368.7,381.153,377.671,372.125,368.584,366.624,365.174,363.807,362.589,361.683,361.144,360.897,360.82,360.809,360.808,360.8,360.787,360.773,360.319,-0.1784121320249897
,Mixed / non conventional,5.0,9.0,13.0,1.0,6.13,0.01,149.55,-313.325,1284.402,250,-25.13,0.0,50,7,11.9,30.0,16.3,39.3,-303.165,-255.932,-141.762,20.142,172.626,273.636,319.543,330.336,327.312,322.5,319.427,317.724,316.466,315.286,314.238,313.457,312.99,312.777,312.712,312.707,312.711,312.705,312.692,312.678,312.286,0.0
,Mixed / non conventional,5.0,9.0,1.0,19.0,6.38,0.01,-269.68,200.143,1284.402,250,40.91,0.0,50,8,11.9,30.0,16.3,39.3,-193.659,-163.419,-90.411,13.024,110.368,174.81,204.08,210.957,209.032,205.97,204.016,202.933,202.135,201.388,200.725,200.231,199.937,199.802,199.757,199.748,199.745,199.742,199.741,199.745,199.506,0.0
,Mixed / non conventional,5.0,9.0,7.0,8.0,3.48,0.02,-130.51,474.845,1284.402,250,9.42,0.0,50,10,11.9,30.0,16.3,39.3,-459.503,-388.099,-215.279,30.041,261.275,414.573,484.314,500.75,496.176,488.854,484.162,481.556,479.633,477.829,476.225,475.03,474.312,473.978,473.864,473.838,473.83,473.814,473.791,473.765,473.174,0.0
,Mixed / non conventional,5.0,9.0,8.0,6.0,3.51,0.02,82.11,-957.831,1284.402,250,-4.71,0.0,50,11,11.9,30.0,16.3,39.3,-926.875,-782.921,-434.429,60.352,526.794,836.07,976.802,1009.99,1000.786,986.039,976.601,971.367,967.499,963.865,960.634,958.223,956.772,956.096,955.875,955.834,955.823,955.798,955.759,955.71,954.509,0.0
,Mixed / non conventional,5.0,9.0,6.0,10.0,3.63,0.01,61.03,1090.069,1284.693,250,4.28,0.0,50,1,11.9,30.0,16.29,39.3,-1054.381,-890.572,-493.852,69.448,600.53,952.795,1113.279,1151.311,1140.931,1124.03,1113.003,1106.704,1101.996,1097.6,1093.681,1090.668,1088.705,1087.619,1087.11,1086.903,1086.82,1086.778,1086.763,1086.775,1085.505,0.27510316368638876
,Mixed / non conventional,5.0,9.0,10.0,14.0,3.63,0.01,178.94,-527.906,1284.693,250,-8.84,0.0,50,2,11.9,30.0,16.29,39.3,-510.598,-431.301,-239.203,33.621,290.89,461.561,539.322,557.741,552.693,544.48,539.109,536.027,533.717,531.563,529.651,528.189,527.242,526.719,526.471,526.368,526.322,526.294,526.282,526.285,525.669,0.0
,Mixed / non conventional,5.0,9.0,14.0,8.0,3.35,0.01,-321.11,395.678,1284.693,250,10.87,0.0,50,3,11.9,30.0,16.29,39.3,-382.752,-323.391,-179.494,24.967,217.835,345.819,404.148,417.975,414.197,408.045,404.027,401.727,400.008,398.405,396.975,395.882,395.175,394.788,394.604,394.528,394.497,394.481,394.474,394.475,394.011,0.0
,Mixed / non conventional,5.0,9.0,8.0,20.0,3.64,0.01,101.29,-478.488,1284.693,250,-9.78,0.0,50,4,11.9,30.0,16.29,39.3,-462.864,-391.137,-217.197,30.029,263.302,418.137,488.725,505.466,500.893,493.444,488.582,485.797,483.71,481.766,480.044,478.731,477.884,477.419,477.201,477.107,477.062,477.035,477.021,477.02,476.46,0.0
,Mixed / non conventional,5.0,9.0,20.0,2.0,5.52,0.01,355.95,-242.434,1284.693,250,-29.26,0.0,50,5,11.9,30.0,16.29,39.3,-234.483,-197.886,-109.463,15.863,133.854,212.013,247.563,255.954,253.633,249.886,247.452,246.066,245.029,244.06,243.197,242.541,242.123,241.899,241.796,241.754,241.74,241.736,241.739,241.749,241.468,0.0
,Mixed / non conventional,5.0,9.0,2.0,23.0,5.44,0.01,-317.26,229.318,1284.693,250,30.45,0.0,50,6,11.9,30.0,16.29,39.3,-221.79,-187.14,-103.465,15.092,126.677,200.573,234.171,242.095,239.903,236.37,234.074,232.761,231.774,230.855,230.04,229.422,229.029,228.821,228.726,228.684,228.661,228.648,228.647,228.656,228.391,-0.18399264029440063
,Mixed / non conventional,5.0,9.0,13.0,17.0,5.34,0.01,77.27,-91.005,1284.693,250,-75.4,0.0,50,8,11.9,30.0,16.29,39.3,-88.022,-74.365,-41.269,5.75,50.101,79.528,92.938,96.117,95.251,93.841,92.922,92.398,92.002,91.629,91.296,91.045,90.888,90.807,90.771,90.753,90.74,90.731,90.729,90.73,90.625,0.0
,Mixed / non conventional,5.0,9.0,17.0,1.0,6.52,0.01,69.93,-222.336,1284.693,250,-37.7,0.0,50,9,11.9,30.0,16.29,39.3,-215.067,-181.541,-100.494,14.428,122.665,194.391,227.035,234.754,232.638,229.206,226.971,225.694,224.735,223.836,223.041,222.438,222.054,221.847,221.751,221.712,221.701,221.702,221.709,221.716,221.452,0.15325670498085323
,Mixed / non conventional,5.0,9.0,1.0,29.0,6.01,0.0,-208.75,163.883,1284.693,250,47.12,0.0,50,10,11.9,30.0,16.29,39.3,-158.494,-133.718,-73.916,10.789,90.498,143.283,167.293,172.971,171.417,168.896,167.256,166.323,165.626,164.98,164.408,163.967,163.679,163.524,163.461,163.439,163.426,163.417,163.413,163.415,163.221,0.0
,Mixed / non conventional,5.0,9.0,11.0,7.0,4.39,0.01,-11.22,-299.066,1284.693,250,-18.85,0.0,50,12,11.9,30.0,16.29,39.3,-289.306,-244.294,-135.377,19.166,164.79,261.34,305.313,315.736,312.905,308.293,305.288,303.574,302.294,301.101,300.04,299.224,298.694,298.404,298.275,298.228,298.21,298.2,298.199,298.211,297.87,0.0
,Mixed / non conventional,5.0,9.0,7.0,15.0,3.94,0.01,198.04,53.685,1284.693,250,94.25,0.0,50,13,11.9,30.0,16.29,39.3,-51.919,-43.768,-24.14,3.613,29.697,46.952,54.795,56.649,56.144,55.328,54.802,54.505,54.277,54.057,53.86,53.71,53.616,53.567,53.546,53.537,53.532,53.529,53.531,53.541,53.486,0.0
,Mixed / non conventional,5.0,9.0,15.0,3.0,4.78,0.01,90.0,-390.976,1284.693,250,-15.71,0.0,50,14,11.9,30.0,16.29,39.3,-378.161,-319.289,-176.86,25.209,215.599,341.81,399.268,412.862,409.135,403.092,399.154,396.899,395.208,393.636,392.243,391.179,390.488,390.109,389.935,389.868,389.841,389.827,389.823,389.827,389.368,0.0
,Mixed / non conventional,5.0,9.0,3.0,17.0,4.72,0.01,-139.85,361.773,1284.466,250,16.76,0.0,50,1,11.89,30.0,16.31,39.3,-349.721,-295.067,-163.142,23.714,199.554,316.025,369.035,381.62,378.286,372.859,369.384,367.427,365.923,364.455,363.106,362.043,361.324,360.895,360.662,360.541,360.484,360.464,360.464,360.469,360.024,0.0
,Mixed / non conventional,5.0,9.0,25.0,1.0,6.19,0.01,131.79,-173.994,1284.466,250,-45.7,0.0,50,3,11.89,30.0,16.31,39.3,-168.209,-141.865,-78.349,11.526,96.039,151.98,177.43,183.479,181.892,179.303,177.646,176.707,175.981,175.273,174.625,174.117,173.778,173.575,173.465,173.412,173.392,173.39,173.392,173.392,173.177,0.0
,Mixed / non conventional,5.0,9.0,11.0,14.0,4.4,0.01,180.82,-219.811,1284.466,250,-25.7,0.0,50,5,11.89,30.0,16.31,39.3,-212.513,-179.428,-99.42,14.052,120.949,191.828,224.135,231.837,229.833,226.548,224.447,223.263,222.348,221.455,220.639,219.997,219.555,219.281,219.125,219.041,218.999,218.981,218.975,218.976,218.718,0.0
,Mixed / non conventional,6.0,10.0,11.0,5.0,3.7,0.03,294.52,-1181.199,1252.204,250,-3.93,0.0,50,1,11.9,30.0,16.31,39.3,-1144.952,-966.797,-536.068,74.756,649.71,1029.751,1201.201,1239.967,1226.951,1207.822,1196.001,1190.114,1186.607,1183.873,1181.786,1180.482,1179.84,1179.583,1179.487,1179.438,1179.39,1179.325,1179.239,1179.143,1177.614,0.0
,Mixed / non conventional,6.0,10.0,5.0,12.0,3.94,0.03,3.68,890.013,1252.204,250,5.54,0.0,50,2,11.9,30.0,16.31,39.3,-862.635,-728.251,-403.517,56.826,490.0,776.224,905.274,934.387,924.524,910.077,901.149,896.701,894.051,891.986,890.408,889.417,888.925,888.725,888.65,888.614,888.577,888.523,888.45,888.37,887.208,0.0
,Mixed / non conventional,6.0,10.0,12.0,4.0,4.86,0.02,-9.37,-645.562,1252.204,250,-9.42,0.0,50,3,11.9,30.0,16.31,39.3,-625.584,-528.058,-292.434,41.528,355.729,563.303,656.865,677.953,670.785,660.303,653.827,650.604,648.687,647.191,646.042,645.31,644.938,644.788,644.736,644.712,644.684,644.643,644.591,644.533,643.687,0.0
,Mixed / non conventional,6.0,10.0,4.0,13.0,5.03,0.02,-231.42,525.411,1252.204,250,12.0,0.0,50,4,11.9,30.0,16.31,39.3,-509.242,-429.897,-238.169,33.605,289.324,458.288,534.475,551.673,545.864,537.347,532.09,529.476,527.922,526.71,525.78,525.193,524.902,524.788,524.751,524.736,524.723,524.7,524.664,524.623,523.942,0.1986097318768577
,Mixed / non conventional,6.0,10.0,13.0,3.0,5.66,0.02,217.28,-429.852,1252.204,250,-16.49,0.0,50,5,11.9,30.0,16.31,39.3,-416.608,-351.683,-194.826,27.496,236.672,374.876,437.189,451.256,446.511,439.562,435.28,433.157,431.894,430.905,430.148,429.672,429.437,429.348,429.32,429.308,429.292,429.265,429.228,429.193,428.636,0.0
,Mixed / non conventional,6.0,10.0,3.0,14.0,5.89,0.02,-94.16,370.626,1252.204,250,19.92,0.0,50,6,11.9,30.0,16.31,39.3,-359.157,-303.201,-167.979,23.716,204.103,323.301,377.051,389.181,385.074,379.058,375.342,373.494,372.396,371.54,370.885,370.473,370.27,370.193,370.169,370.155,370.134,370.104,370.065,370.025,369.536,0.0
,Mixed / non conventional,6.0,10.0,14.0,2.0,6.43,0.02,133.46,-320.584,1252.204,250,-25.13,0.0,50,7,11.9,30.0,16.31,39.3,-310.696,-262.311,-145.368,20.433,176.468,279.58,326.077,336.573,333.032,327.847,324.649,323.059,322.112,321.373,320.806,320.451,320.279,320.213,320.187,320.168,320.152,320.138,320.122,320.1,319.681,0.0
,Mixed / non conventional,6.0,10.0,2.0,20.0,6.76,0.01,-352.56,206.744,1252.204,250,40.91,0.0,50,8,11.9,30.0,16.31,39.3,-200.371,-169.096,-93.599,13.343,113.915,180.338,210.278,217.036,214.757,211.412,209.345,208.321,207.719,207.251,206.888,206.659,206.548,206.507,206.495,206.492,206.49,206.481,206.464,206.446,206.18,0.0
,Mixed / non conventional,6.0,10.0,12.0,8.0,4.39,0.02,-431.27,-289.766,1244.9,250,-18.85,0.0,50,1,11.9,30.0,16.31,39.3,-280.742,-236.925,-131.015,19.078,160.261,253.539,295.612,305.114,301.885,297.123,294.123,292.564,291.578,290.758,290.085,289.627,289.38,289.276,289.243,289.224,289.187,289.129,289.066,289.003,288.59,0.0
,Mixed / non conventional,6.0,10.0,8.0,9.0,3.5,0.04,95.86,462.269,1244.9,250,9.42,0.0,50,2,11.9,30.0,16.31,39.3,-447.991,-378.303,-209.638,29.642,254.935,403.941,471.262,486.558,481.473,473.906,469.14,466.669,465.102,463.793,462.72,461.994,461.606,461.445,461.393,461.359,461.293,461.192,461.08,460.978,460.331,-0.28612303290414265
,Mixed / non conventional,6.0,10.0,9.0,7.0,3.53,0.03,25.69,-931.702,1244.9,250,-4.71,0.0,50,3,11.9,30.0,16.31,39.3,-902.935,-762.515,-422.65,59.538,513.573,813.904,949.638,980.528,970.343,955.137,945.552,940.58,937.433,934.819,932.679,931.222,930.433,930.091,929.963,929.885,929.763,929.583,929.383,929.196,927.895,0.0
,Mixed / non conventional,6.0,10.0,7.0,11.0,3.61,0.02,9.62,1048.63,1244.9,250,4.28,0.0,50,4,11.9,30.0,16.31,39.3,-1016.319,-858.335,-475.897,66.751,577.768,915.828,1068.64,1103.438,1091.997,1074.907,1064.147,1058.574,1055.047,1052.117,1049.723,1048.105,1047.248,1046.901,1046.79,1046.722,1046.598,1046.41,1046.196,1045.989,1044.526,0.0
,Mixed / non conventional,6.0,10.0,11.0,15.0,3.59,0.02,187.67,-505.77,1244.9,250,-8.84,0.0,50,5,11.9,30.0,16.31,39.3,-490.208,-414.053,-229.654,32.044,278.525,441.613,515.356,532.171,526.669,518.429,513.237,510.552,508.861,507.459,506.312,505.534,505.114,504.937,504.88,504.853,504.8,504.713,504.61,504.509,503.8,0.0
,Mixed / non conventional,6.0,10.0,15.0,9.0,3.4,0.01,-228.19,387.112,1239.924,250,10.87,0.0,50,1,11.91,30.0,16.31,39.3,-374.655,-316.474,-175.606,24.345,212.702,337.374,393.826,406.83,402.852,396.865,393.242,391.459,390.274,389.134,388.064,387.237,386.718,386.452,386.336,386.281,386.241,386.213,386.197,386.178,385.68,0.0
,Mixed / non conventional,6.0,10.0,9.0,21.0,3.69,0.0,57.42,-468.174,1239.924,250,-9.78,0.0,50,2,11.91,30.0,16.31,39.3,-453.099,-382.747,-212.381,29.462,257.291,408.088,476.362,492.078,487.252,479.997,475.601,473.431,471.993,470.62,469.332,468.33,467.699,467.375,467.232,467.158,467.104,467.068,467.049,467.026,466.426,0.0
,Mixed / non conventional,6.0,10.0,21.0,3.0,5.85,0.0,253.75,-247.861,1239.924,250,-29.26,0.0,50,3,11.91,30.0,16.31,39.3,-239.832,-202.345,-111.883,16.206,136.627,216.181,252.119,260.353,257.799,253.992,251.697,250.572,249.83,249.123,248.462,247.945,247.616,247.444,247.367,247.331,247.311,247.306,247.309,247.304,246.979,0.0
,Mixed / non conventional,6.0,10.0,3.0,24.0,5.76,0.01,-224.02,234.469,1239.924,250,30.45,0.0,50,4,11.91,30.0,16.31,39.3,-226.897,-191.447,-105.883,15.281,129.204,204.482,238.504,246.309,243.894,240.286,238.108,237.039,236.334,235.661,235.03,234.539,234.232,234.079,234.016,233.984,233.961,233.95,233.948,233.943,233.642,-0.173761946133793
,Mixed / non conventional,6.0,10.0,8.0,16.0,3.79,0.0,306.22,49.914,1242.424,250,94.25,0.0,50,1,11.9,30.0,16.31,39.3,-48.308,-40.696,-22.387,3.46,27.69,43.649,50.828,52.449,51.913,51.134,50.672,50.449,50.301,50.155,50.014,49.908,49.849,49.828,49.824,49.819,49.811,49.807,49.806,49.809,49.754,0.0
,Mixed / non conventional,6.0,10.0,16.0,4.0,5.07,0.01,106.07,-401.085,1242.424,250,-15.71,0.0,50,2,11.9,30.0,16.31,39.3,-388.376,-327.854,-181.553,25.787,220.836,349.764,408.054,421.434,417.274,411.057,407.317,405.497,404.282,403.093,401.971,401.115,400.605,400.373,400.289,400.249,400.209,400.177,400.164,400.177,399.727,0.0
,Mixed / non conventional,6.0,10.0,4.0,18.0,4.98,0.0,-438.38,369.016,1242.424,250,16.76,0.0,50,3,11.9,30.0,16.31,39.3,-357.329,-301.617,-166.984,23.78,203.204,321.792,375.405,387.712,383.892,378.182,374.749,373.075,371.95,370.85,369.815,369.03,368.566,368.354,368.279,368.25,368.225,368.206,368.198,368.204,367.777,0.0
,Mixed / non conventional,6.0,10.0,18.0,2.0,6.81,0.0,460.99,-224.479,1242.424,250,-37.7,0.0,50,4,11.9,30.0,16.31,39.3,-217.373,-183.503,-101.631,14.396,123.55,195.71,228.345,235.843,233.519,230.041,227.952,226.937,226.256,225.591,224.967,224.492,224.211,224.083,224.034,224.01,223.99,223.974,223.968,223.976,223.724,0.0
,Mixed / non conventional,6.0,10.0,2.0,30.0,6.38,0.01,-54.32,168.308,1242.424,250,47.12,0.0,50,5,11.9,30.0,16.31,39.3,-162.961,-137.49,-76.032,10.962,92.729,146.742,171.154,176.76,175.025,172.424,170.86,170.106,169.611,169.128,168.672,168.324,168.116,168.019,167.984,167.968,167.956,167.947,167.943,167.946,167.748,0.0
,Mixed / non conventional,6.0,10.0,12.0,15.0,4.46,0.01,-111.38,-215.784,1242.424,250,-25.7,0.0,50,7,11.9,30.0,16.31,39.3,-208.921,-176.417,-97.763,13.797,118.807,188.248,219.651,226.85,224.587,221.214,219.182,218.189,217.523,216.877,216.269,215.802,215.517,215.382,215.332,215.309,215.291,215.278,215.271,215.266,215.006,0.22396416573347788
,Mixed / non conventional,6.0,10.0,14.0,18.0,5.67,0.01,-335.27,-93.26,1239.548,250,-75.4,0.0,50,1,11.89,30.0,16.31,39.3,-90.269,-76.234,-42.271,5.929,51.336,81.392,95.003,98.131,97.145,95.668,94.778,94.352,94.071,93.785,93.5,93.267,93.119,93.045,93.018,93.012,93.009,93.007,93.004,92.999,92.885,0.0
,Mixed / non conventional,6.0,10.0,26.0,2.0,6.56,0.01,151.5,-177.821,1239.548,250,-45.7,0.0,50,3,11.89,30.0,16.31,39.3,-172.073,-145.079,-80.081,11.847,98.216,155.262,181.046,186.965,185.114,182.34,180.663,179.843,179.295,178.754,178.235,177.827,177.57,177.441,177.39,177.377,177.377,177.38,177.384,177.385,177.158,-0.15255530129671682
,Mixed / non conventional,7.0,11.0,12.0,6.0,3.89,0.02,-5.12,-1329.613,1341.918,250,-3.93,0.0,50,1,11.88,30.0,16.29,39.2,-1288.96,-1088.963,-604.644,82.667,729.695,1157.185,1349.712,1392.826,1377.816,1356.326,1343.53,1337.746,1334.715,1332.391,1330.516,1329.255,1328.567,1328.24,1328.064,1327.919,1327.755,1327.563,1327.358,1327.152,1325.371,0.0
,Mixed / non conventional,7.0,11.0,6.0,13.0,4.08,0.02,-235.41,986.36,1341.918,250,5.54,0.0,50,2,11.88,30.0,16.29,39.2,-956.332,-807.897,-448.578,61.204,541.022,858.012,1000.794,1032.821,1021.763,1005.893,996.456,992.204,989.983,988.283,986.919,986.017,985.54,985.323,985.215,985.131,985.031,984.906,984.765,984.62,983.303,-0.24539877300612972
,Mixed / non conventional,7.0,11.0,13.0,5.0,4.78,0.01,195.25,-680.621,1341.918,250,-9.42,0.0,50,3,11.88,30.0,16.29,39.2,-659.795,-557.28,-309.223,42.595,373.646,592.298,690.754,712.816,705.175,694.224,687.71,684.774,683.24,682.066,681.126,680.503,680.168,680.011,679.932,679.873,679.803,679.714,679.612,679.51,678.601,0.0
,Mixed / non conventional,7.0,11.0,5.0,14.0,4.98,0.01,-72.53,556.912,1341.918,250,12.0,0.0,50,4,11.88,30.0,16.29,39.2,-539.857,-456.065,-253.196,34.659,305.618,484.637,565.274,583.356,577.102,568.125,562.779,560.363,559.095,558.125,557.348,556.827,556.545,556.412,556.341,556.278,556.206,556.125,556.04,555.955,555.21,-0.20100502512564172
,Mixed / non conventional,7.0,11.0,14.0,4.0,5.69,0.02,100.23,-463.032,1341.918,250,-16.49,0.0,50,5,11.88,30.0,16.29,39.2,-448.863,-379.192,-210.52,28.812,254.1,402.948,469.998,485.036,479.836,472.37,467.922,465.91,464.853,464.042,463.389,462.955,462.721,462.61,462.548,462.499,462.446,462.387,462.322,462.254,461.634,0.0
,Mixed / non conventional,7.0,11.0,4.0,15.0,5.85,0.01,-94.94,394.465,1341.918,250,19.92,0.0,50,6,11.88,30.0,16.29,39.2,-382.369,-322.956,-179.182,24.744,216.635,343.369,400.426,413.202,408.766,402.412,398.626,396.908,396.005,395.318,394.768,394.399,394.199,394.106,394.059,394.023,393.979,393.922,393.859,393.797,393.265,0.0
,Mixed / non conventional,7.0,11.0,15.0,3.0,6.42,0.01,78.32,-342.756,1341.918,250,-25.13,0.0,50,7,11.88,30.0,16.29,39.2,-332.257,-280.669,-155.783,21.396,188.153,298.313,347.928,359.046,355.188,349.657,346.365,344.878,344.099,343.505,343.028,342.707,342.531,342.445,342.398,342.361,342.315,342.259,342.2,342.148,341.697,0.0
,Mixed / non conventional,7.0,11.0,3.0,21.0,6.7,0.01,-249.09,219.842,1341.918,250,40.91,0.0,50,8,11.88,30.0,16.29,39.2,-213.101,-179.934,-99.761,13.868,120.732,191.285,223.051,230.182,227.736,224.217,222.122,221.174,220.681,220.307,220.008,219.809,219.701,219.647,219.618,219.599,219.579,219.555,219.527,219.496,219.202,0.0
,Mixed / non conventional,7.0,11.0,21.0,1.0,8.26,0.01,179.89,-168.095,1341.918,250,-65.97,0.0,50,9,11.88,30.0,16.29,39.2,-162.985,-137.706,-76.502,10.341,92.093,146.118,170.472,175.956,174.095,171.408,169.815,169.102,168.732,168.448,168.219,168.067,167.987,167.953,167.936,167.92,167.902,167.882,167.861,167.839,167.617,-0.12113870381586661
,Mixed / non conventional,7.0,11.0,1.0,23.0,8.36,0.01,-195.14,156.248,1341.918,250,71.81,0.0,50,10,11.88,30.0,16.29,39.2,-151.508,-128.001,-71.1,9.628,85.619,135.837,158.471,163.56,161.82,159.313,157.826,157.161,156.821,156.564,156.359,156.223,156.148,156.111,156.096,156.086,156.073,156.055,156.035,156.015,155.81,0.0
,Mixed / non conventional,7.0,11.0,9.0,10.0,3.6,0.14,70.25,512.893,1341.918,250,9.42,0.0,50,12,11.88,30.0,16.29,39.2,-497.968,-420.985,-234.445,30.421,279.896,444.838,519.228,535.997,530.33,522.141,517.282,515.107,513.984,513.129,512.444,511.988,511.747,511.642,511.597,511.569,511.536,511.493,511.438,511.378,510.714,0.0
,Mixed / non conventional,7.0,11.0,10.0,8.0,3.75,0.05,-149.39,-1067.067,1341.918,250,-4.71,0.0,50,13,11.88,30.0,16.29,39.2,-1035.223,-875.0,-486.754,64.497,583.686,926.913,1081.658,1116.477,1104.595,1087.465,1077.28,1072.702,1070.325,1068.514,1067.057,1066.081,1065.555,1065.315,1065.204,1065.123,1065.024,1064.896,1064.754,1064.611,1063.212,0.0
,Mixed / non conventional,7.0,11.0,8.0,12.0,4.04,0.02,420.11,1263.817,1340.666,250,4.28,0.0,50,1,11.89,30.0,16.29,39.2,-1224.865,-1034.881,-574.621,78.98,694.893,1102.558,1286.895,1328.837,1314.98,1294.415,1281.631,1275.139,1271.081,1267.761,1265.128,1263.387,1262.448,1262.021,1261.822,1261.7,1261.608,1261.518,1261.422,1261.344,1259.8,-0.24783147459726856
,Mixed / non conventional,7.0,11.0,12.0,16.0,3.78,0.02,-120.15,-573.854,1340.666,250,-8.84,0.0,50,2,11.89,30.0,16.29,39.2,-556.123,-469.849,-260.824,36.015,315.736,500.864,584.55,603.559,597.227,587.854,582.022,579.054,577.197,575.682,574.48,573.68,573.241,573.033,572.931,572.868,572.818,572.771,572.721,572.683,571.982,0.0
,Mixed / non conventional,7.0,11.0,16.0,10.0,3.05,0.04,-185.45,375.57,1340.666,250,10.87,0.0,50,3,11.89,30.0,16.29,39.2,-364.181,-307.84,-171.261,22.794,205.764,326.969,381.875,394.474,390.469,384.442,380.704,378.816,377.632,376.653,375.873,375.36,375.089,374.972,374.925,374.902,374.888,374.872,374.851,374.836,374.39,0.0
,Mixed / non conventional,7.0,11.0,10.0,22.0,3.4,0.03,-74.44,-465.653,1340.666,250,-9.78,0.0,50,4,11.89,30.0,16.29,39.2,-451.507,-381.713,-212.416,28.229,255.196,405.575,473.69,489.289,484.273,476.749,472.076,469.712,468.233,467.016,466.048,465.409,465.068,464.92,464.863,464.838,464.82,464.794,464.759,464.732,464.176,0.0
,Mixed / non conventional,7.0,11.0,22.0,4.0,5.78,0.02,360.02,-264.853,1340.666,250,-29.26,0.0,50,5,11.89,30.0,16.29,39.2,-256.691,-216.718,-120.094,16.897,145.827,231.076,269.586,278.34,275.453,271.176,268.529,267.192,266.352,265.661,265.113,264.757,264.569,264.483,264.441,264.416,264.402,264.397,264.394,264.389,264.067,0.0
,Mixed / non conventional,7.0,11.0,4.0,25.0,5.66,0.01,-207.51,249.194,1340.666,250,30.45,0.0,50,6,11.89,30.0,16.29,39.2,-241.507,-203.86,-112.903,16.0,137.279,217.448,253.654,261.875,259.149,255.117,252.623,251.366,250.582,249.942,249.437,249.108,248.933,248.853,248.817,248.796,248.783,248.769,248.756,248.751,248.454,-0.1768346595932765
,Mixed / non conventional,7.0,11.0,25.0,1.0,8.28,0.02,122.61,-145.793,1340.666,250,-76.12,0.0,50,7,11.89,30.0,16.29,39.2,-141.315,-119.367,-66.255,9.106,80.084,127.051,148.292,153.137,151.559,149.206,147.748,147.016,146.567,146.204,145.918,145.732,145.639,145.603,145.588,145.575,145.562,145.552,145.546,145.542,145.366,0.0
,Mixed / non conventional,7.0,11.0,1.0,28.0,8.15,0.01,108.32,135.47,1340.666,250,80.69,0.0,50,8,11.89,30.0,16.29,39.2,-131.317,-110.925,-61.578,8.442,74.392,118.038,137.784,142.293,140.828,138.644,137.293,136.615,136.197,135.857,135.589,135.414,135.327,135.294,135.28,135.269,135.26,135.25,135.24,135.233,135.068,0.0
,Mixed / non conventional,7.0,11.0,15.0,19.0,5.88,0.01,-248.67,-104.615,1340.666,250,-75.4,0.0,50,10,11.89,30.0,16.29,39.2,-101.403,-85.719,-47.657,6.461,57.505,91.315,106.61,110.084,108.918,107.195,106.123,105.576,105.229,104.943,104.723,104.584,104.514,104.479,104.457,104.436,104.417,104.402,104.394,104.393,104.275,0.0
